underlying,expiry,option_type,strike,contract_key,open_date,close_date,open_process_date,close_process_date,quantity,entry_price,exit_price,pnl_per_contract_dollars,total_pnl_dollars,result,holding_days,source_file_open,source_file_close,description
QQQ,10/24/2025,P,605.0,QQQ|10/24/2025|P|605.0,2025-10-22,2025-10-22,2025-10-22,2025-10-22,1,3.45,3.4,-5.0,-5.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/24/2025 Put $605.00
UNH,10/24/2025,P,357.5,UNH|10/24/2025|P|357.5,2025-10-22,2025-10-22,2025-10-22,2025-10-22,1,3.72,3.9,18.0,18.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,UNH 10/24/2025 Put $357.50
UNH,10/31/2025,C,365.0,UNH|10/31/2025|C|365.0,2025-10-21,2025-10-22,2025-10-21,2025-10-22,1,14.67,10.6,-407.0,-407.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,UNH 10/31/2025 Call $365.00
QQQ,10/24/2025,C,605.0,QQQ|10/24/2025|C|605.0,2025-10-22,2025-10-23,2025-10-22,2025-10-23,2,3.71,5.09,138.0,276.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/24/2025 Call $605.00
QQQ,10/24/2025,P,605.0,QQQ|10/24/2025|P|605.0,2025-10-22,2025-10-23,2025-10-22,2025-10-23,1,3.45,3.34,-11.0,-11.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/24/2025 Put $605.00
HOOD,10/24/2025,C,130.0,HOOD|10/24/2025|C|130.0,2025-10-23,2025-10-24,2025-10-23,2025-10-24,1,2.65,9.82,717.0,717.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HOOD 10/24/2025 Call $130.00
HOOD,10/24/2025,C,130.0,HOOD|10/24/2025|C|130.0,2025-10-23,2025-10-24,2025-10-23,2025-10-24,1,2.65,9.82,717.0,717.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HOOD 10/24/2025 Call $130.00
HOOD,10/24/2025,C,130.0,HOOD|10/24/2025|C|130.0,2025-10-23,2025-10-24,2025-10-23,2025-10-24,2,2.65,11.2,855.0,1710.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HOOD 10/24/2025 Call $130.00
HOOD,10/24/2025,C,130.0,HOOD|10/24/2025|C|130.0,2025-10-23,2025-10-24,2025-10-23,2025-10-24,1,2.65,11.2,855.0,855.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HOOD 10/24/2025 Call $130.00
HOOD,10/24/2025,C,130.0,HOOD|10/24/2025|C|130.0,2025-10-23,2025-10-24,2025-10-23,2025-10-24,5,2.65,10.25,760.0,3800.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HOOD 10/24/2025 Call $130.00
BYND,10/31/2025,P,3.5,BYND|10/31/2025|P|3.5,2025-10-24,2025-10-27,2025-10-24,2025-10-27,5,1.22,1.51,29.0,145.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,BYND 10/31/2025 Put $3.50
BYND,10/31/2025,P,3.5,BYND|10/31/2025|P|3.5,2025-10-24,2025-10-27,2025-10-24,2025-10-27,1,1.22,1.68,46.0,46.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,BYND 10/31/2025 Put $3.50
BYND,10/31/2025,P,3.5,BYND|10/31/2025|P|3.5,2025-10-24,2025-10-27,2025-10-24,2025-10-27,9,1.22,1.68,46.0,414.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,BYND 10/31/2025 Put $3.50
SPY,10/27/2025,C,678.0,SPY|10/27/2025|C|678.0,2025-10-24,2025-10-27,2025-10-24,2025-10-27,1,2.14,6.65,451.0,451.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/27/2025 Call $678.00
SPY,10/27/2025,C,678.0,SPY|10/27/2025|C|678.0,2025-10-24,2025-10-27,2025-10-24,2025-10-27,1,2.14,6.36,422.0,422.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/27/2025 Call $678.00
SPY,10/27/2025,C,678.0,SPY|10/27/2025|C|678.0,2025-10-24,2025-10-27,2025-10-24,2025-10-27,3,2.15,4.98,283.0,849.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/27/2025 Call $678.00
NVDA,11/7/2025,C,200.0,NVDA|11/7/2025|C|200.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,1,1.9,5.85,395.0,395.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/7/2025 Call $200.00
QQQ,10/28/2025,C,626.0,QQQ|10/28/2025|C|626.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,3,2.79,4.04,125.0,375.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/28/2025 Call $626.00
QQQ,10/28/2025,C,627.0,QQQ|10/28/2025|C|627.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,5,1.48,4.18,270.0,1350.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/28/2025 Call $627.00
QQQ,10/28/2025,C,627.0,QQQ|10/28/2025|C|627.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,2,1.48,4.18,270.0,540.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/28/2025 Call $627.00
QQQ,10/28/2025,C,627.0,QQQ|10/28/2025|C|627.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,3,1.48,4.17,269.0,807.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/28/2025 Call $627.00
QQQ,10/28/2025,C,627.0,QQQ|10/28/2025|C|627.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,4,1.48,4.17,269.0,1076.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/28/2025 Call $627.00
QQQ,10/28/2025,C,627.0,QQQ|10/28/2025|C|627.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,1,1.48,4.18,270.0,270.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/28/2025 Call $627.00
SPY,10/28/2025,C,685.0,SPY|10/28/2025|C|685.0,2025-10-27,2025-10-28,2025-10-27,2025-10-28,4,1.06,1.08,2.0,8.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/28/2025 Call $685.00
NVDA,11/7/2025,C,200.0,NVDA|11/7/2025|C|200.0,2025-10-27,2025-10-29,2025-10-27,2025-10-29,1,1.9,13.22,1132.0,1132.0,WIN,2,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/7/2025 Call $200.00
QQQ,10/29/2025,C,630.0,QQQ|10/29/2025|C|630.0,2025-10-28,2025-10-29,2025-10-28,2025-10-29,4,3.94,4.44,50.0,200.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 10/29/2025 Call $630.00
SPY,10/29/2025,C,687.0,SPY|10/29/2025|C|687.0,2025-10-28,2025-10-29,2025-10-28,2025-10-29,5,2.25,0.84,-141.0,-705.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/29/2025 Call $687.00
SPY,10/29/2025,C,687.0,SPY|10/29/2025|C|687.0,2025-10-28,2025-10-29,2025-10-28,2025-10-29,5,2.25,3.22,97.0,485.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/29/2025 Call $687.00
SPY,10/29/2025,C,688.0,SPY|10/29/2025|C|688.0,2025-10-28,2025-10-29,2025-10-28,2025-10-29,2,2.38,0.49,-189.0,-378.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/29/2025 Call $688.00
SPY,10/31/2025,P,683.0,SPY|10/31/2025|P|683.0,2025-10-29,2025-10-29,2025-10-29,2025-10-29,2,4.16,3.47,-69.0,-138.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/31/2025 Put $683.00
SPY,10/31/2025,P,683.0,SPY|10/31/2025|P|683.0,2025-10-29,2025-10-29,2025-10-29,2025-10-29,2,4.16,3.47,-69.0,-138.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/31/2025 Put $683.00
AAPL,10/31/2025,C,282.5,AAPL|10/31/2025|C|282.5,2025-10-29,2025-10-30,2025-10-29,2025-10-30,3,1.07,1.14,7.0,21.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAPL 10/31/2025 Call $282.50
AAPL,10/31/2025,C,282.5,AAPL|10/31/2025|C|282.5,2025-10-29,2025-10-30,2025-10-29,2025-10-30,2,1.07,1.14,7.0,14.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAPL 10/31/2025 Call $282.50
JD,10/31/2025,P,33.0,JD|10/31/2025|P|33.0,2025-10-30,2025-10-30,2025-10-30,2025-10-30,5,0.31,0.25,-6.0,-30.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 10/31/2025 Put $33.00
JD,10/31/2025,P,33.0,JD|10/31/2025|P|33.0,2025-10-30,2025-10-30,2025-10-30,2025-10-30,5,0.31,0.25,-6.0,-30.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 10/31/2025 Put $33.00
SPY,10/30/2025,C,686.0,SPY|10/30/2025|C|686.0,2025-10-29,2025-10-30,2025-10-29,2025-10-30,2,3.02,0.04,-298.0,-596.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/30/2025 Call $686.00
SPY,10/30/2025,P,681.0,SPY|10/30/2025|P|681.0,2025-10-30,2025-10-30,2025-10-30,2025-10-30,5,2.2,1.78,-42.0,-210.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/30/2025 Put $681.00
HIMS,10/31/2025,P,45.0,HIMS|10/31/2025|P|45.0,2025-10-30,2025-10-31,2025-10-30,2025-10-31,3,0.8,0.26,-54.0,-162.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIMS 10/31/2025 Put $45.00
HIMS,10/31/2025,P,45.0,HIMS|10/31/2025|P|45.0,2025-10-30,2025-10-31,2025-10-30,2025-10-31,2,0.8,0.26,-54.0,-108.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIMS 10/31/2025 Put $45.00
HIMS,10/31/2025,P,45.0,HIMS|10/31/2025|P|45.0,2025-10-30,2025-10-31,2025-10-30,2025-10-31,5,0.9,0.26,-64.0,-320.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIMS 10/31/2025 Put $45.00
PLTR,10/31/2025,C,200.0,PLTR|10/31/2025|C|200.0,2025-10-28,2025-10-31,2025-10-28,2025-10-31,1,1.11,1.36,25.0,25.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,PLTR 10/31/2025 Call $200.00
SPY,10/31/2025,C,685.0,SPY|10/31/2025|C|685.0,2025-10-30,2025-10-31,2025-10-30,2025-10-31,3,2.78,0.18,-260.0,-780.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/31/2025 Call $685.00
SPY,10/31/2025,P,675.0,SPY|10/31/2025|P|675.0,2025-10-30,2025-10-31,2025-10-30,2025-10-31,3,0.68,0.13,-55.0,-165.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 10/31/2025 Put $675.00
HIMS,11/14/2025,C,50.0,HIMS|11/14/2025|C|50.0,2025-10-29,2025-11-03,2025-10-29,2025-11-03,1,3.83,2.65,-118.0,-118.0,LOSS,5,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIMS 11/14/2025 Call $50.00
JD,1/16/2026,C,37.5,JD|1/16/2026|C|37.5,2025-10-24,2025-11-03,2025-10-24,2025-11-03,5,1.79,1.42,-37.0,-185.0,LOSS,10,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 1/16/2026 Call $37.50
NVDA,11/7/2025,C,200.0,NVDA|11/7/2025|C|200.0,2025-10-27,2025-11-03,2025-10-27,2025-11-03,1,1.9,8.41,651.0,651.0,WIN,7,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/7/2025 Call $200.00
NVDA,11/7/2025,C,200.0,NVDA|11/7/2025|C|200.0,2025-10-27,2025-11-03,2025-10-27,2025-11-03,2,1.9,8.7,680.0,1360.0,WIN,7,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/7/2025 Call $200.00
SPY,11/3/2025,C,684.0,SPY|11/3/2025|C|684.0,2025-10-31,2025-11-03,2025-10-31,2025-11-03,1,2.54,1.93,-61.0,-61.0,LOSS,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/3/2025 Call $684.00
HIVE,1/16/2026,C,12.0,HIVE|1/16/2026|C|12.0,2025-10-24,2025-11-04,2025-10-24,2025-11-04,1,0.45,0.15,-30.0,-30.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIVE 1/16/2026 Call $12.00
HIVE,1/16/2026,C,12.0,HIVE|1/16/2026|C|12.0,2025-10-24,2025-11-04,2025-10-24,2025-11-04,1,0.45,0.15,-30.0,-30.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIVE 1/16/2026 Call $12.00
HIVE,1/16/2026,C,12.0,HIVE|1/16/2026|C|12.0,2025-10-24,2025-11-04,2025-10-24,2025-11-04,6,0.45,0.15,-30.0,-180.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIVE 1/16/2026 Call $12.00
HIVE,1/16/2026,C,12.0,HIVE|1/16/2026|C|12.0,2025-10-24,2025-11-04,2025-10-24,2025-11-04,1,0.45,0.15,-30.0,-30.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIVE 1/16/2026 Call $12.00
HIVE,1/16/2026,C,12.0,HIVE|1/16/2026|C|12.0,2025-10-24,2025-11-04,2025-10-24,2025-11-04,4,0.45,0.15,-30.0,-120.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIVE 1/16/2026 Call $12.00
HIVE,1/16/2026,C,12.0,HIVE|1/16/2026|C|12.0,2025-10-24,2025-11-04,2025-10-24,2025-11-04,12,0.45,0.15,-30.0,-360.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,HIVE 1/16/2026 Call $12.00
JD,1/16/2026,C,37.5,JD|1/16/2026|C|37.5,2025-10-24,2025-11-04,2025-10-24,2025-11-04,1,1.79,1.04,-75.0,-75.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 1/16/2026 Call $37.50
JD,1/16/2026,C,37.5,JD|1/16/2026|C|37.5,2025-10-24,2025-11-04,2025-10-24,2025-11-04,1,1.79,1.04,-75.0,-75.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 1/16/2026 Call $37.50
JD,1/16/2026,C,37.5,JD|1/16/2026|C|37.5,2025-10-24,2025-11-04,2025-10-24,2025-11-04,2,1.79,1.04,-75.0,-150.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 1/16/2026 Call $37.50
JD,1/16/2026,C,37.5,JD|1/16/2026|C|37.5,2025-10-24,2025-11-04,2025-10-24,2025-11-04,1,1.79,1.04,-75.0,-75.0,LOSS,11,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,JD 1/16/2026 Call $37.50
NOK,11/7/2025,P,7.0,NOK|11/7/2025|P|7.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,10,0.22,0.19,-3.0,-30.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NOK 11/7/2025 Put $7.00
NOK,11/7/2025,P,7.0,NOK|11/7/2025|P|7.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,8,0.22,0.19,-3.0,-24.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NOK 11/7/2025 Put $7.00
NOK,11/7/2025,P,7.0,NOK|11/7/2025|P|7.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,2,0.22,0.19,-3.0,-6.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NOK 11/7/2025 Put $7.00
OKLO,11/7/2025,P,117.0,OKLO|11/7/2025|P|117.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,1,6.1,4.15,-195.0,-195.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,OKLO 11/7/2025 Put $117.00
QQQ,11/5/2025,P,623.0,QQQ|11/5/2025|P|623.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,2,4.06,1.09,-297.0,-594.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 11/5/2025 Put $623.00
SPY,11/5/2025,P,675.0,SPY|11/5/2025|P|675.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,1,2.23,0.24,-199.0,-199.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/5/2025 Put $675.00
SPY,11/5/2025,P,675.0,SPY|11/5/2025|P|675.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,2,2.04,0.24,-180.0,-360.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/5/2025 Put $675.00
SPY,11/5/2025,P,677.0,SPY|11/5/2025|P|677.0,2025-11-04,2025-11-05,2025-11-04,2025-11-05,2,3.24,0.52,-272.0,-544.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/5/2025 Put $677.00
SPY,11/6/2025,C,680.0,SPY|11/6/2025|C|680.0,2025-11-05,2025-11-05,2025-11-05,2025-11-05,1,1.61,1.85,24.0,24.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/6/2025 Call $680.00
SPY,11/6/2025,C,680.0,SPY|11/6/2025|C|680.0,2025-11-05,2025-11-05,2025-11-05,2025-11-05,1,1.48,1.85,37.0,37.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/6/2025 Call $680.00
PLTR,12/5/2025,C,225.0,PLTR|12/5/2025|C|225.0,2025-11-03,2025-11-06,2025-11-03,2025-11-06,1,9.9,1.78,-812.0,-812.0,LOSS,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,PLTR 12/5/2025 Call $225.00
SPY,11/6/2025,P,673.0,SPY|11/6/2025|P|673.0,2025-11-06,2025-11-06,2025-11-06,2025-11-06,1,1.63,2.93,130.0,130.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/6/2025 Put $673.00
SPY,11/7/2025,P,676.0,SPY|11/7/2025|P|676.0,2025-11-06,2025-11-06,2025-11-06,2025-11-06,1,2.86,6.1,324.0,324.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/7/2025 Put $676.00
SPY,11/7/2025,C,676.0,SPY|11/7/2025|C|676.0,2025-11-06,2025-11-07,2025-11-06,2025-11-07,1,0.91,0.09,-82.0,-82.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/7/2025 Call $676.00
SPY,11/7/2025,P,670.0,SPY|11/7/2025|P|670.0,2025-11-06,2025-11-07,2025-11-06,2025-11-07,1,2.51,4.63,212.0,212.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/7/2025 Put $670.00
QUBT,12/5/2025,C,18.5,QUBT|12/5/2025|C|18.5,2025-10-27,2025-11-11,2025-10-27,2025-11-11,8,1.77,0.19,-158.0,-1264.0,LOSS,15,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QUBT 12/5/2025 Call $18.50
SOYB,2/20/2026,C,26.0,SOYB|2/20/2026|C|26.0,2025-10-30,2025-11-11,2025-10-30,2025-11-11,10,0.24,0.18,-6.0,-60.0,LOSS,12,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SOYB 2/20/2026 Call $26.00
GLD,11/14/2025,C,383.0,GLD|11/14/2025|C|383.0,2025-11-12,2025-11-12,2025-11-12,2025-11-12,2,3.35,5.05,170.0,340.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Call $383.00
SPY,11/12/2025,C,681.0,SPY|11/12/2025|C|681.0,2025-11-11,2025-11-12,2025-11-11,2025-11-12,1,2.06,3.7,164.0,164.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/12/2025 Call $681.00
GLD,11/14/2025,C,383.0,GLD|11/14/2025|C|383.0,2025-11-12,2025-11-13,2025-11-12,2025-11-13,1,3.35,5.05,170.0,170.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Call $383.00
GLD,11/14/2025,P,386.0,GLD|11/14/2025|P|386.0,2025-11-13,2025-11-13,2025-11-13,2025-11-13,1,2.9,2.26,-64.0,-64.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Put $386.00
GLD,11/14/2025,P,386.0,GLD|11/14/2025|P|386.0,2025-11-13,2025-11-13,2025-11-13,2025-11-13,2,2.9,2.26,-64.0,-128.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Put $386.00
SPY,11/14/2025,P,679.0,SPY|11/14/2025|P|679.0,2025-11-13,2025-11-13,2025-11-13,2025-11-13,2,2.54,3.08,54.0,108.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/14/2025 Put $679.00
GLD,11/14/2025,P,381.0,GLD|11/14/2025|P|381.0,2025-11-13,2025-11-14,2025-11-13,2025-11-14,1,2.25,7.51,526.0,526.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Put $381.00
GLD,11/14/2025,P,385.0,GLD|11/14/2025|P|385.0,2025-11-13,2025-11-14,2025-11-13,2025-11-14,1,1.99,10.85,886.0,886.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Put $385.00
GLD,11/14/2025,P,385.0,GLD|11/14/2025|P|385.0,2025-11-13,2025-11-14,2025-11-13,2025-11-14,1,1.99,11.6,961.0,961.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/14/2025 Put $385.00
NVDA,11/14/2025,P,185.0,NVDA|11/14/2025|P|185.0,2025-11-13,2025-11-14,2025-11-13,2025-11-14,1,1.88,3.95,207.0,207.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/14/2025 Put $185.00
NVDA,11/14/2025,P,185.0,NVDA|11/14/2025|P|185.0,2025-11-13,2025-11-14,2025-11-13,2025-11-14,1,1.88,3.95,207.0,207.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/14/2025 Put $185.00
NVDA,11/14/2025,P,185.0,NVDA|11/14/2025|P|185.0,2025-11-13,2025-11-14,2025-11-13,2025-11-14,1,1.88,3.95,207.0,207.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,NVDA 11/14/2025 Put $185.00
GLD,11/17/2025,P,376.0,GLD|11/17/2025|P|376.0,2025-11-14,2025-11-17,2025-11-14,2025-11-17,1,3.05,1.98,-107.0,-107.0,LOSS,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/17/2025 Put $376.00
GLD,11/21/2025,P,373.0,GLD|11/21/2025|P|373.0,2025-11-17,2025-11-18,2025-11-17,2025-11-18,1,4.25,3.15,-110.0,-110.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/21/2025 Put $373.00
SPY,11/18/2025,C,673.0,SPY|11/18/2025|C|673.0,2025-11-17,2025-11-18,2025-11-17,2025-11-18,1,3.2,0.12,-308.0,-308.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/18/2025 Call $673.00
SPY,11/18/2025,P,666.0,SPY|11/18/2025|P|666.0,2025-11-17,2025-11-18,2025-11-17,2025-11-18,1,2.8,3.19,39.0,39.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/18/2025 Put $666.00
SPY,11/18/2025,P,669.0,SPY|11/18/2025|P|669.0,2025-11-17,2025-11-18,2025-11-17,2025-11-18,1,3.73,5.78,205.0,205.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 11/18/2025 Put $669.00
GLD,11/19/2025,C,376.0,GLD|11/19/2025|C|376.0,2025-11-17,2025-11-19,2025-11-17,2025-11-19,1,2.86,0.05,-281.0,-281.0,LOSS,2,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/19/2025 Call $376.00
GLD,11/21/2025,C,378.0,GLD|11/21/2025|C|378.0,2025-11-18,2025-11-19,2025-11-18,2025-11-19,3,2.79,1.59,-120.0,-360.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 11/21/2025 Call $378.00
